visaSubclass,age,english,educationalQualifications,specialEndorsement,financialAssets,businessTurnover,businessInnovationQualifications,overseasSkilledEmployment,australianSkilledEmployment,australianStudyRequirement,specialistEducationQualification,credentialledCommunityLanguage,studyInRegionalAustralia,partnerSkills,professionalYearInAustralia,nomination,businessInnovationStream,investorStream,firstName,lastName
1,5,0,3,1,2,0,1,3,1,0,1,1,0,0,1,-1,0,-1,Shel,Howlyn
3,0,0,0,0,0,2,5,1,3,1,1,1,1,2,1,1,1,0,Korrie,Kristi
4,4,2,3,,-1,2,-1,1,3,0,0,0,1,2,1,1,,1,Aili,Suzetta
0,1,-1,-1,,3,,2,1,0,1,1,1,0,0,1,-1,0,-1,Celene,Germann
3,4,0,2,0,,-1,1,3,0,0,0,1,1,1,1,1,0,0,Valli,Bates
3,1,-1,0,0,-1,1,3,3,1,0,0,1,0,2,1,0,0,-1,Priscilla,Valoniah
2,0,0,-1,0,1,1,0,1,0,1,0,1,0,1,0,1,,-1,Quintina,Gwenore
3,5,1,2,0,3,1,3,2,2,0,0,1,0,0,1,-1,-1,0,Vere,Kunin
3,6,2,1,,-1,-1,5,0,3,0,1,0,1,1,1,1,-1,-1,Ardeen,Federica
2,3,2,-1,,2,1,6,1,4,0,1,1,0,1,0,1,0,1,Mariann,Saint
1,4,0,3,0,-1,0,5,1,1,0,1,0,0,2,0,0,1,0,Jackie,Flyn
2,5,0,2,,0,,1,3,1,0,0,1,1,2,0,0,-1,-1,Gretal,Barrus
2,1,-1,-1,0,0,-1,-1,1,1,0,1,1,0,1,0,-1,1,,Carree,Harned
3,1,2,3,0,,2,4,1,2,0,0,1,0,0,1,0,0,1,Tomasina,Freddi
2,5,2,3,1,0,3,4,2,0,1,1,1,1,1,1,1,0,0,Larine,Ludewig
2,4,0,0,1,2,1,5,2,0,1,0,0,0,1,1,-1,0,0,Perry,Giule
4,5,-1,1,1,,1,3,3,1,0,1,1,1,1,1,1,1,,Brandise,Jaylene
0,0,2,-1,,1,3,0,3,4,0,0,1,0,0,1,1,1,1,Rozele,Stanwood
1,3,-1,0,,3,,0,3,2,1,0,0,1,2,0,-1,1,1,Selma,Demitria
4,3,0,2,0,3,2,1,0,0,1,0,0,1,0,0,0,0,,Joelly,Rillings
4,6,0,-1,1,-1,2,1,1,0,1,1,1,0,0,1,0,,0,Pearline,Hathaway
0,3,1,2,0,,2,3,1,0,0,0,0,1,0,0,1,,0,Florencia,Fink
3,2,-1,-1,,-1,0,3,2,1,0,1,0,1,1,0,-1,-1,0,Yvonne,Rillings
0,3,0,0,1,,1,4,1,3,1,0,0,0,2,1,0,0,1,Teriann,Zina
0,0,2,2,,,,3,0,4,1,1,1,0,1,1,1,0,-1,Darci,Japeth
0,6,2,1,,1,2,3,2,2,0,0,0,0,2,1,1,1,-1,Fidelia,McLaughlin
2,1,-1,-1,0,0,0,3,1,0,1,0,1,1,0,0,1,-1,-1,Di,Jotham
0,0,0,0,,,2,1,0,0,1,1,1,0,2,1,1,-1,,Rosabelle,Niles
0,4,-1,2,1,3,,5,2,1,1,0,0,0,0,0,0,1,0,Libbie,Matthew
1,0,2,2,0,1,1,2,3,4,0,0,1,1,2,0,-1,,,Grier,Kussell
1,5,2,-1,0,3,-1,,3,3,1,0,0,0,0,1,0,-1,1,Jessy,Linehan
3,1,0,-1,1,3,1,5,3,2,0,0,0,0,1,1,-1,-1,0,Belinda,Cressida
1,0,2,2,,2,2,0,3,1,0,1,0,1,2,1,-1,0,,Oona,Calhoun
2,3,0,0,,2,2,4,0,3,0,0,0,0,2,1,1,,0,Ebonee,Bonucci
1,0,-1,2,1,,3,3,0,4,0,0,1,1,2,0,1,0,1,Starla,Klemperer
0,2,-1,3,0,1,-1,4,1,3,0,0,0,0,0,1,-1,-1,,Chastity,Morrill
4,0,0,-1,0,,-1,4,2,3,1,1,1,1,2,1,1,1,,Ebonee,Maryanne
2,5,-1,3,,0,3,0,1,0,0,0,0,1,1,0,0,1,0,Marika,August
4,2,2,0,1,3,2,5,2,4,1,0,1,0,0,1,0,1,0,Kassey,Lowry
1,6,0,0,0,3,3,6,2,3,0,1,0,0,1,1,1,0,1,Marika,Ajay
1,3,2,1,,3,,4,0,4,1,1,0,0,1,1,1,1,,Tilly,Boehike
0,1,-1,-1,0,3,,0,1,1,1,1,1,1,1,0,0,0,-1,Chloris,Deny
4,3,0,2,1,3,2,6,2,4,1,0,0,0,2,0,-1,-1,0,Christy,Karylin
4,6,-1,1,1,1,0,-1,2,1,1,1,0,0,0,1,-1,0,1,Tani,Redmond
0,3,0,1,1,1,1,6,3,2,0,0,0,0,0,0,1,1,0,Melanie,Ricarda
2,0,-1,0,1,3,2,2,3,0,1,1,1,0,0,1,-1,0,1,Olwen,Idelia
2,1,-1,3,0,2,1,1,0,4,0,0,1,1,0,1,0,1,0,Caritta,Sothena
3,2,0,1,0,-1,0,-1,2,0,1,0,1,1,2,1,0,0,-1,Quintina,Waldron
2,5,2,1,0,0,,0,0,4,0,0,0,1,1,1,0,0,0,Catrina,Knowling
1,3,-1,1,,3,2,1,2,2,1,0,0,1,1,0,1,,-1,Jemie,Gilmour
1,2,0,-1,,,,,3,1,1,0,1,1,2,1,-1,,0,Tori,Dunkin
1,3,-1,-1,1,2,0,,3,2,0,1,0,1,0,1,-1,0,-1,Marline,Blisse
1,5,2,1,0,0,2,5,3,3,1,1,0,1,0,1,1,,1,Mathilda,Reinke
0,1,2,1,0,1,2,4,1,4,1,1,1,0,2,0,-1,1,,Nannie,Dahlia
1,4,2,1,,0,2,4,0,3,0,0,0,0,0,0,0,-1,0,Doro,Diann
4,3,-1,3,1,1,3,5,0,3,0,0,1,1,1,0,-1,1,0,Luci,Calhoun
1,1,2,0,,-1,2,6,1,4,1,1,1,1,2,0,1,0,,Loree,Earlie
2,4,-1,-1,,-1,0,1,2,4,0,0,1,1,1,0,1,,,Zsa Zsa,Zola
1,4,0,-1,0,2,-1,,1,0,0,1,0,1,2,1,0,0,1,Talya,Lymann
0,6,0,-1,,-1,3,2,2,3,0,0,1,0,1,0,0,-1,-1,Nataline,Vary
0,0,-1,0,0,,-1,1,3,1,1,0,0,1,0,0,-1,1,0,Sara-Ann,Sholley
3,2,-1,1,,3,1,4,2,3,0,1,0,0,2,0,1,0,1,Lulita,Ricarda
4,1,2,2,1,-1,-1,-1,0,2,1,0,1,1,0,1,1,,-1,Agathe,Ledah
1,3,1,2,0,0,-1,3,1,0,1,1,0,1,0,0,0,1,1,Christian,Bonilla
3,1,2,1,,-1,1,-1,0,1,1,1,1,1,0,1,-1,,0,Marguerite,Reidar
0,5,0,2,0,,3,5,1,3,0,1,0,1,1,0,1,1,,Emylee,Ashok
0,5,0,0,0,0,2,6,0,3,0,0,1,1,2,0,1,,,Phylis,Bates
2,4,2,0,,-1,0,2,2,2,1,0,0,1,0,1,1,0,1,Aubrie,Carri
3,0,2,1,,-1,3,2,1,0,1,1,0,0,0,1,-1,-1,,Raf,Roxanna
4,0,-1,3,0,-1,3,4,0,4,1,0,1,0,0,0,-1,-1,-1,Ernesta,Mullane
1,3,0,-1,0,0,,-1,3,1,1,0,0,0,1,1,0,1,-1,Claudina,Gunn
3,4,-1,1,1,,0,2,3,2,0,0,0,0,0,1,0,-1,0,Ursulina,Zitvaa
0,6,-1,3,,2,3,4,2,0,1,1,1,1,0,1,1,-1,-1,Aurelie,Vacuva
3,4,0,0,,1,,,0,2,1,0,0,0,0,1,-1,1,1,Alexine,Gombach
1,1,2,0,1,3,2,4,3,0,1,1,1,0,0,1,1,-1,-1,Sheelagh,Sekofski
0,4,-1,3,,1,1,4,3,3,0,0,0,1,0,1,0,1,,Britni,Ball
1,2,-1,1,1,-1,1,1,3,1,1,1,1,1,2,1,1,-1,,Alyda,Colleen
2,3,0,-1,0,3,1,6,1,3,0,1,1,1,0,0,1,0,0,Joceline,Sawtelle
1,5,0,1,0,-1,,2,1,4,0,0,1,1,1,1,-1,-1,1,Lynde,Goldina
0,1,1,2,,,1,0,0,0,0,0,0,0,0,0,0,-1,0,Netty,Engdahl
1,5,2,2,,-1,1,-1,0,4,0,1,0,0,1,1,0,-1,1,Karena,Jess
1,2,0,2,,1,,4,2,0,0,0,0,0,0,0,1,,,Annice,Levey
1,3,-1,1,0,3,-1,,0,1,0,0,1,0,0,1,0,,0,Dawn,Fiann
2,1,1,2,,,1,0,3,1,1,1,1,0,0,1,0,,1,Elena,Kelula
2,3,-1,0,,0,-1,6,2,3,1,0,0,0,1,1,1,0,1,Arlena,Ursulette
1,5,-1,0,0,,2,5,0,1,1,0,0,1,0,0,0,1,,Brooks,Fredi
4,2,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,0,1,,Micheline,Gusella
4,4,2,0,,2,0,1,0,3,1,1,0,0,0,1,-1,1,-1,Anallese,Lunsford
4,5,1,-1,0,,3,,2,4,1,0,0,1,0,0,1,,1,Donnie,McGrody
3,4,1,3,,1,1,2,2,0,1,1,0,0,2,1,1,,-1,Paule,Frodi
1,0,-1,1,0,1,,3,2,0,1,0,0,1,1,0,-1,-1,1,Kaia,Pacorro
4,0,2,2,0,,2,6,1,2,0,0,1,0,0,1,1,,0,Pearline,Orlene
1,0,1,3,1,2,1,1,2,4,1,1,0,1,1,1,-1,0,1,Courtnay,Edmund
3,5,2,0,0,2,2,3,2,0,0,1,0,1,1,0,1,-1,,Damaris,Arquit
4,3,2,-1,0,3,1,5,3,1,0,0,1,1,1,0,1,-1,1,Amara,Lilas
0,5,-1,3,0,,2,6,1,3,1,0,1,0,2,1,-1,,0,Correy,Sandye
1,1,2,3,1,,2,5,1,3,0,0,0,0,2,0,0,0,1,Dotty,Bendick
3,0,1,-1,0,1,,2,2,1,0,1,1,0,1,0,1,-1,0,Nyssa,Weinreb
0,1,0,0,,,0,3,1,2,1,0,1,1,0,1,1,-1,0,Lynde,Johnsson
0,0,-1,3,1,1,2,5,2,0,1,1,1,1,0,0,-1,0,0,Janis,Chrystel
2,4,-1,-1,1,-1,1,-1,1,4,0,0,0,1,1,0,-1,-1,0,Amelia,Munn
1,1,-1,0,0,3,0,2,1,3,1,0,1,0,1,1,0,0,-1,Estell,Desai
0,5,2,3,0,2,0,6,1,4,1,0,0,0,1,1,1,-1,1,Mathilda,Roarke
3,6,2,2,0,0,-1,,1,4,0,0,1,0,2,0,-1,,1,Mary,Han
2,3,0,2,,0,2,6,2,0,0,1,0,0,0,1,-1,-1,-1,Delilah,Pernick
1,1,2,2,,2,3,3,0,1,1,1,0,1,1,0,-1,,0,Sashenka,Middleton
0,0,0,1,,-1,1,1,3,0,0,0,1,1,1,0,1,-1,-1,Lizzie,Kirbee
4,3,1,-1,1,0,-1,2,1,3,1,0,1,1,2,1,0,0,-1,Kamilah,Gamaliel
1,4,0,1,0,3,0,2,0,4,1,1,0,0,1,1,1,1,-1,Fanny,Cornelia
4,2,-1,3,1,0,-1,1,3,4,0,1,1,0,0,1,-1,1,1,Tomasina,Maribeth
0,5,-1,2,0,0,-1,5,2,4,1,0,0,1,0,0,-1,0,0,Shauna,Levey
2,3,1,2,,0,2,3,2,2,0,0,1,0,0,0,-1,,1,Dorothy,Chem
1,2,2,2,1,0,3,5,2,2,1,0,0,1,1,0,-1,1,0,Aaren,Pozzy
2,6,1,1,1,-1,,3,2,3,0,0,0,0,2,1,1,-1,-1,Daryl,Philipp
2,3,-1,2,1,0,3,0,1,2,1,1,1,1,2,0,1,-1,,Isa,Hanleigh
1,1,-1,2,1,-1,,6,3,2,0,1,0,0,0,1,1,0,1,Gertrud,Karna
2,4,2,-1,1,-1,1,5,0,1,0,0,0,0,1,1,-1,,,Maye,Masao
1,1,2,-1,,0,0,5,3,4,0,1,1,1,1,0,1,1,0,Brooks,Naor
0,3,2,1,1,2,3,0,2,1,0,0,1,0,2,1,1,,1,Livvyy,Jena
2,1,-1,-1,0,2,2,2,0,4,0,0,1,1,0,1,1,,1,Alyda,Garrison
4,5,1,-1,,3,0,6,2,3,1,0,0,0,0,1,-1,,0,Briney,Gualtiero
4,1,-1,2,1,1,3,1,2,2,1,0,0,0,0,1,0,-1,1,Jacenta,Claudine
1,1,1,2,,-1,2,4,1,2,1,1,0,0,2,1,0,-1,-1,Bee,Bluh
3,3,0,1,1,1,0,5,3,2,1,0,1,1,1,0,-1,1,-1,Merrie,Diogenes
3,2,1,1,1,2,1,0,3,0,1,1,0,0,0,0,0,1,,Selia,Rese
0,5,-1,2,1,0,2,0,3,1,1,0,1,1,0,1,0,,1,Roberta,An
3,5,-1,0,,0,0,3,0,2,1,0,1,1,2,1,1,0,0,Catharine,Wandie
1,4,0,2,1,2,1,,0,4,1,0,0,1,0,1,1,-1,0,Vita,Adore
0,5,0,-1,0,,,6,3,2,1,0,0,1,0,1,-1,0,0,Cathyleen,Miru
0,5,2,3,0,-1,1,3,0,0,0,0,0,0,1,1,0,-1,0,Abbie,Curren
4,2,2,3,1,2,3,0,2,4,1,0,1,1,1,0,1,-1,0,Kenna,Merat
3,5,0,1,,0,-1,4,1,4,0,1,0,1,2,1,1,0,-1,Bee,Vanni
2,1,-1,-1,0,0,-1,2,3,1,0,0,0,1,1,1,1,,0,Brooks,Hirsch
3,5,1,0,1,-1,0,-1,3,3,1,1,0,0,1,1,1,-1,1,Jorry,Tryck
2,4,1,0,,-1,2,0,2,2,0,1,1,0,2,0,-1,,,Marjie,Charmine
4,6,0,0,1,,1,,2,2,1,0,1,0,2,0,-1,0,,Emylee,Chick
1,6,0,3,1,0,0,1,1,4,1,1,1,1,2,1,1,-1,,Arabel,Fulmer
0,6,0,3,,-1,-1,,1,1,1,1,0,1,1,1,0,0,0,Zia,Monk
3,3,1,2,1,3,,2,2,3,0,0,0,0,2,0,1,,,Fred,Diogenes
3,4,1,-1,1,0,3,-1,3,0,0,0,1,1,1,1,1,-1,1,Hayley,Mike
1,1,1,1,1,-1,0,-1,0,4,1,0,1,1,1,0,1,1,-1,Sarette,Sasnett
1,4,2,2,0,2,2,0,1,1,0,0,0,1,1,0,1,-1,0,Lila,Lilybelle
3,0,1,-1,1,0,-1,4,3,1,1,1,1,1,1,0,-1,0,0,Vita,Pip
0,4,1,2,1,,-1,0,2,3,0,0,1,1,1,0,-1,0,0,Misha,Gaynor
3,0,2,3,,,,3,3,3,1,1,0,0,1,1,0,0,1,Frank,Philipp
4,6,1,3,1,0,3,6,3,3,0,1,1,1,2,0,-1,1,0,Flo,Martguerita
3,4,1,0,,,,3,1,3,1,0,1,0,2,0,1,,1,Inga,Cadmar
2,4,0,0,0,-1,3,4,2,2,1,0,0,0,0,0,1,0,-1,Renie,Mintz
1,1,0,-1,,,2,,2,3,0,1,1,1,1,0,-1,0,0,Verla,Nisbet
3,0,-1,3,,2,-1,6,2,1,1,0,0,0,0,1,0,-1,-1,Kenna,Martsen
0,0,2,-1,,2,0,6,0,1,1,1,1,0,0,0,0,1,,Jillayne,Briney
4,1,0,2,0,1,,3,1,0,1,1,1,0,0,0,-1,1,0,Feliza,Sibyls
3,5,0,3,1,2,1,2,3,1,1,0,0,1,1,1,1,-1,-1,Joy,Erskine
3,6,2,-1,1,3,,4,0,1,0,0,0,0,0,1,-1,1,0,Myrtice,Pitt
0,0,-1,0,1,3,-1,1,0,0,1,0,1,0,1,1,0,,1,Yolane,Eben
1,0,-1,-1,0,2,,5,3,3,1,1,1,1,1,1,1,-1,1,Sue,Gunn
1,6,0,0,1,1,2,1,1,3,1,1,0,1,0,0,-1,1,1,Barbara,Gert
1,4,0,-1,1,,,1,3,3,0,1,0,0,2,0,-1,,,Aurore,Klemperer
3,0,0,2,0,,-1,1,1,0,0,1,0,1,0,0,-1,0,1,Winny,Durware
1,0,1,3,0,3,3,,2,3,1,1,0,1,0,0,0,-1,1,Trudie,Cleavland
2,0,-1,3,1,1,,2,2,0,1,1,0,0,2,0,0,,0,Melina,Agle
2,6,1,-1,1,,,0,1,4,1,1,0,0,0,0,0,1,1,Rebeca,Kosey
3,0,1,-1,,1,0,2,0,4,1,0,0,1,1,0,0,0,1,Janis,Holbrook
4,2,1,0,0,0,-1,,0,2,1,0,0,1,1,1,-1,1,1,Sarette,Poppy
1,5,-1,3,1,,0,4,3,4,1,0,1,0,0,1,1,,1,Jsandye,Haerr
2,2,-1,1,0,2,,5,2,2,0,0,0,0,0,1,0,0,1,Gilda,Guthrie
2,1,2,2,0,1,,2,2,1,0,0,0,1,0,1,-1,,1,Sibella,Elbertina
2,5,1,1,,1,1,,3,3,0,1,1,1,1,0,0,,-1,Justinn,Armanda
0,5,-1,-1,1,-1,3,6,2,4,1,0,1,1,1,0,-1,1,-1,Leanna,Velick
0,4,1,3,,-1,,6,0,4,1,1,1,1,0,0,-1,0,,Antonietta,Callista
1,1,0,2,0,,-1,,2,3,0,0,1,0,1,0,0,1,0,Hyacinthe,Ioab
1,5,2,1,1,3,1,3,3,4,1,0,0,1,2,0,0,,-1,Helena,Amasa
0,2,0,3,,1,2,-1,2,3,1,0,1,1,2,0,0,1,-1,Tonia,Tomasina
4,1,-1,3,1,0,1,,3,2,1,1,1,1,2,0,-1,1,1,Magdalena,Manolo
4,0,-1,-1,0,3,0,0,0,0,0,0,0,1,0,0,-1,-1,,Yolane,Hollingsworth
2,0,-1,1,0,,,,0,4,0,1,1,1,0,1,-1,-1,-1,Nollie,Goerke
3,3,2,2,1,,2,,1,4,1,0,1,0,2,1,1,0,1,Helena,Llovera
2,6,1,2,0,1,2,4,3,2,0,0,1,1,1,0,1,-1,1,Nataline,Maryanne
1,3,0,3,,3,2,6,1,0,1,0,1,0,2,0,0,,-1,Camile,Carmena
4,0,1,2,1,0,2,,0,1,1,0,0,1,2,0,1,,,Christal,Brotherson
0,5,0,1,0,-1,1,3,2,4,0,0,0,1,1,0,-1,1,1,Antonietta,Zola
4,3,0,-1,,2,,6,1,4,0,0,1,0,0,0,-1,1,-1,Claudina,Gaspard
2,2,2,1,0,1,0,4,0,3,0,1,0,0,0,0,0,,,Marcelline,Douglass
0,2,1,3,,3,0,2,2,1,0,1,0,0,1,0,0,1,-1,Joelly,Marsden
4,3,-1,1,,,2,0,1,2,1,0,1,1,2,0,0,-1,-1,Allyce,Thema
2,2,-1,0,,,1,6,2,2,1,0,0,0,0,0,1,1,0,Shandie,Wittie
2,1,0,1,1,,2,0,0,3,1,1,0,0,2,1,1,,-1,Darlleen,Colbert
0,2,0,1,,-1,3,3,2,0,0,0,1,1,0,1,1,0,-1,Barbara,Cordi
3,2,0,0,1,0,3,,1,4,0,1,1,0,0,0,0,-1,0,Marti,Zeeba
3,0,-1,0,0,-1,2,2,0,4,0,0,0,0,1,1,-1,-1,,Renae,Fitzsimmons
4,3,0,3,0,1,-1,-1,0,0,1,1,1,0,2,0,-1,,1,Codie,Adrienne
3,2,-1,2,1,,2,6,3,2,1,1,0,0,0,1,-1,1,1,Korrie,Buttaro
1,0,2,0,1,,2,,3,0,0,1,0,1,1,0,0,0,,Corene,Maroney
2,0,1,2,0,1,2,5,2,4,1,0,0,1,1,0,0,1,0,Tiffie,Reneta
0,2,-1,1,0,3,0,1,1,3,1,1,1,1,0,0,0,0,0,Wynne,Elisha
2,4,2,3,,,-1,0,2,3,0,1,1,0,0,0,0,0,0,Shauna,Stephie
4,4,1,0,0,2,-1,6,1,2,0,1,1,1,0,1,-1,-1,1,Rosaline,Talia
3,2,1,-1,0,-1,3,2,0,0,0,0,0,0,0,1,-1,1,-1,Selia,Mallon
2,1,0,-1,1,1,,0,3,1,1,1,1,1,2,1,1,-1,1,Cherrita,Annabella
2,4,2,2,1,1,2,3,3,4,0,0,1,0,0,1,0,-1,-1,Ketti,Hewitt
3,0,1,3,0,3,3,5,3,0,1,0,0,0,2,0,-1,,0,Ellette,Edee
0,0,2,2,0,2,,4,2,4,1,0,0,1,1,1,-1,1,,Jean,Sheng
1,0,0,0,1,2,0,0,1,3,0,1,0,1,2,1,-1,,1,Albertina,Keily
4,3,1,2,,-1,2,5,2,3,0,1,0,0,1,0,0,-1,0,Ingrid,Beebe
2,1,1,0,0,2,2,2,3,0,1,0,0,1,0,0,0,1,,Teddie,Haerr
3,4,1,1,0,0,-1,3,2,2,0,1,0,0,0,1,0,,-1,Ardeen,Orelee
3,3,-1,3,1,1,2,,0,2,0,1,1,1,1,0,1,1,1,Georgina,Laverne
2,2,0,3,1,2,3,2,3,0,1,0,0,1,2,0,1,0,1,Bibby,Garek
1,1,1,2,1,3,0,3,0,0,1,1,1,1,2,0,1,-1,-1,Melanie,Melan
2,3,1,-1,1,1,1,-1,0,1,1,1,0,0,0,0,1,1,0,Karly,Whittaker
4,5,0,1,,-1,-1,4,2,4,0,0,1,1,2,0,1,-1,1,Tani,Moina
0,1,-1,-1,,0,-1,6,1,1,1,1,0,0,2,1,0,-1,,Blake,Lanita
2,0,1,-1,1,-1,3,4,3,0,0,0,1,1,2,1,-1,,0,Ottilie,Jalbert
0,5,1,-1,0,,2,1,3,3,0,0,1,0,0,0,-1,1,0,Robbi,Gerge
2,5,0,-1,1,3,,,0,1,0,0,0,1,1,1,-1,-1,,Candi,Serilda
3,3,0,0,0,,3,6,2,1,0,1,0,0,1,0,-1,,,Catrina,Pattin
2,2,2,2,1,,2,,1,1,0,0,0,1,1,0,0,1,1,Mureil,Bord
1,6,0,0,1,,0,3,1,0,0,1,0,1,1,1,-1,1,0,Rochette,Zina
0,2,0,3,,1,3,0,3,0,1,1,0,0,1,1,-1,0,,Pamella,Dituri
3,0,-1,2,,-1,,,3,2,0,1,1,1,2,0,0,0,0,Dorothy,Goddard
4,3,1,2,0,1,2,,1,0,0,0,0,0,0,0,0,1,,Jordan,Martguerita
4,0,1,3,,3,3,0,1,4,1,1,0,0,0,0,-1,,-1,Therine,Mayeda
3,3,2,1,1,0,2,-1,3,2,0,1,0,0,0,1,0,-1,-1,Eadie,Chick
3,1,0,-1,1,3,0,2,0,2,0,1,1,0,2,0,-1,,,Pearline,Curren
1,1,-1,1,,2,3,4,2,0,0,1,1,0,2,1,1,-1,-1,Emylee,Tarrant
2,0,1,0,1,-1,-1,5,3,3,1,0,1,0,2,1,1,1,-1,Florie,Klotz
3,2,-1,0,1,0,-1,1,1,0,1,1,0,1,1,0,0,-1,,Melina,Kylander
2,4,-1,1,0,0,1,,1,1,1,1,1,1,1,0,1,1,0,Halette,Janith
4,3,1,3,1,,2,4,2,3,1,0,0,1,0,0,1,1,,Ronna,Margret
0,2,0,2,,0,,6,2,3,1,1,0,1,1,0,-1,-1,,Gilligan,Chandler
1,2,0,-1,,-1,1,-1,2,2,1,0,0,0,2,1,0,,-1,Ellette,Burnside
1,6,2,2,1,1,0,0,1,2,0,1,0,1,0,1,1,,1,Karlee,Gale
1,4,0,3,0,2,2,2,2,2,1,0,1,0,2,1,1,1,,Cherilyn,Celestine
2,6,0,2,,-1,1,3,1,0,0,1,1,0,1,1,0,-1,0,Jaime,Pandolfi
3,4,1,3,0,1,3,3,3,1,0,0,1,1,2,0,-1,1,1,Maisey,Hortensia
4,1,0,3,,2,-1,6,0,3,0,1,1,0,1,0,-1,-1,0,Flory,Dorcy
1,5,-1,1,1,0,2,-1,1,1,1,0,1,0,2,0,-1,-1,-1,Tressa,Hoenack
2,3,1,-1,,,2,6,2,1,1,0,1,1,1,0,1,,1,Libbie,Sperling
2,4,1,-1,1,-1,0,3,0,2,0,0,1,0,1,1,1,1,1,Fredericka,Lowry
3,1,0,0,1,2,0,1,3,0,1,1,0,0,0,0,-1,0,0,Kaia,Stefa
2,3,0,-1,,-1,2,3,2,0,1,1,0,1,1,0,0,1,,Dari,Vale
2,0,2,-1,,0,,-1,2,3,0,1,1,1,2,1,-1,-1,-1,Dede,Magnolia
4,1,-1,-1,1,0,0,,0,3,0,0,1,0,0,1,0,0,1,Joleen,Ummersen
1,4,0,0,0,0,0,-1,3,1,1,0,0,1,0,1,0,1,1,Keelia,Plato
0,4,1,3,,1,,6,0,2,1,0,0,1,0,1,0,0,1,Priscilla,An
1,4,1,0,1,3,3,5,0,3,0,1,1,0,2,0,-1,0,-1,Christian,Hashim
1,5,2,3,0,,,5,2,0,0,0,1,1,1,1,-1,0,1,Gerianna,Sacken
1,5,1,-1,,0,,2,0,2,1,0,0,1,2,0,0,,0,Ethel,Izaak
1,1,-1,-1,0,0,-1,-1,0,0,1,1,1,0,2,0,-1,0,-1,Brandise,Leonard
1,2,1,1,1,2,0,2,3,2,0,0,0,1,1,0,-1,1,0,Lenna,Gert
4,2,1,-1,0,,,6,0,4,0,1,1,0,0,1,-1,0,-1,Valli,Blake
0,5,-1,3,,0,2,3,0,0,1,1,0,1,1,0,1,-1,-1,Camile,Roche
2,1,-1,2,1,2,3,,3,2,1,0,1,1,0,0,-1,-1,1,Danny,Anestassia
1,3,0,3,1,-1,-1,4,1,3,1,0,0,0,0,0,-1,,0,Jenilee,Corabella
4,6,1,3,,-1,-1,4,1,1,0,0,0,0,1,0,0,0,1,Korrie,Briney
1,5,-1,2,0,1,,4,3,0,1,1,1,0,0,0,0,-1,,Hayley,Brackely
0,6,2,0,0,2,,1,0,2,1,1,1,0,1,1,1,-1,0,Charissa,Taima
4,0,1,2,0,3,3,0,3,4,0,1,0,0,0,1,0,1,0,Marika,Ingra
1,2,2,0,,2,3,5,3,1,1,1,1,0,1,1,1,0,-1,Ariela,Fennessy
2,5,1,1,,1,3,1,3,1,1,0,1,0,1,0,0,,0,Elsie,Ferrell
3,2,0,-1,,3,1,1,0,3,0,1,1,1,2,1,1,-1,-1,Emma,Montgomery
3,1,2,3,1,,3,-1,0,3,0,1,1,0,1,0,-1,0,,Etta,Frodi
4,2,-1,1,0,2,,3,1,2,0,1,0,0,1,0,1,,0,Judy,Ehrman
3,1,-1,3,0,2,0,3,3,4,1,1,1,1,1,0,-1,-1,1,Elbertina,Emerson
3,4,2,1,1,3,-1,2,1,3,1,1,0,1,0,0,0,0,1,Kalina,Phi
4,4,0,0,,2,3,3,0,1,1,1,1,1,0,1,-1,1,,Aryn,Mehalek
3,6,-1,3,1,3,2,-1,3,2,1,1,1,0,1,0,0,1,1,Kelly,Laverne
0,3,-1,1,0,1,3,6,0,0,1,1,0,0,2,1,1,1,1,Amii,Anestassia
3,0,-1,-1,0,3,-1,5,3,4,1,1,1,1,2,1,-1,0,,Stephanie,Ivens
4,1,-1,2,1,1,0,5,0,0,1,0,1,0,2,0,-1,-1,1,Bobbi,Buckler
3,3,-1,2,0,1,1,3,3,3,0,0,0,1,1,0,0,0,1,Janey,Therine
1,4,1,0,,2,3,3,3,1,1,1,1,1,1,1,1,1,,Gianina,Fredi
3,6,1,-1,1,-1,2,1,1,1,1,1,0,1,1,0,1,1,0,Elbertina,Selway
4,3,1,0,1,3,0,1,1,4,0,0,1,1,2,0,-1,-1,,Cordi,Heidt
4,2,2,2,1,3,-1,3,0,3,1,0,1,0,2,0,1,-1,1,Donetta,Howlyn
1,1,1,0,,3,0,0,0,4,0,0,1,1,2,1,-1,,0,Lila,Junie
0,0,0,-1,0,-1,1,0,2,3,1,0,1,0,2,0,1,0,-1,Dominga,Brunell
1,3,0,3,,0,0,1,2,4,0,0,0,0,0,0,-1,0,,Jordan,Ingra
0,2,1,1,,0,-1,2,1,2,1,1,0,0,2,1,1,1,0,Brietta,Burch
2,0,2,3,,1,,2,0,4,0,0,0,0,0,0,1,0,0,Nananne,Reinke
1,5,-1,0,0,,0,,3,1,1,0,1,1,2,1,0,-1,1,Elie,Roumell
4,5,1,2,,0,0,1,0,3,0,1,1,0,2,0,-1,0,-1,Chloris,Gavrila
4,0,0,1,1,0,-1,1,3,0,0,1,0,0,1,1,0,1,1,Ruthe,Bari
1,0,-1,2,0,0,-1,-1,2,0,1,0,0,1,1,0,1,-1,0,Raina,Leifeste
